U_Date,U_FWeekNum,U_FWeek,U_Fperiod,U_FPname,U_FPStart,U_FPEnd,U_Fyear,U_FYStart,U_FYEnd
23/08/2020,35,23/08/2020,8,August,26/07/2020,29/08/2020,2020,01/01/2020,31/12/2020
24/08/2020,35,23/08/2020,8,August,26/07/2020,29/08/2020,2020,01/01/2020,31/12/2020
25/08/2020,35,23/08/2020,8,August,26/07/2020,29/08/2020,2020,01/01/2020,31/12/2020
26/08/2020,35,23/08/2020,8,August,26/07/2020,29/08/2020,2020,01/01/2020,31/12/2020
27/08/2020,35,23/08/2020,8,August,26/07/2020,29/08/2020,2020,01/01/2020,31/12/2020
28/08/2020,35,23/08/2020,8,August,26/07/2020,29/08/2020,2020,01/01/2020,31/12/2020
29/08/2020,35,23/08/2020,8,August,26/07/2020,29/08/2020,2020,01/01/2020,31/12/2020
30/08/2020,36,30/08/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
31/08/2020,36,30/08/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
01/09/2020,36,30/08/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
18/09/2017,38,17/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
02/09/2020,36,30/08/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
03/09/2020,36,30/08/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
04/09/2020,36,30/08/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
05/09/2020,36,30/08/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
06/09/2020,37,06/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
07/09/2020,37,06/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
08/09/2020,37,06/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
09/09/2020,37,06/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
10/09/2020,37,06/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
11/09/2020,37,06/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
19/09/2017,38,17/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
12/09/2020,37,06/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
13/09/2020,38,13/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
14/09/2020,38,13/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
15/09/2020,38,13/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
16/09/2020,38,13/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
17/09/2020,38,13/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
18/09/2020,38,13/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
19/09/2020,38,13/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
20/09/2020,39,20/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
21/09/2020,39,20/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
20/09/2017,38,17/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
22/09/2020,39,20/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
23/09/2020,39,20/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
24/09/2020,39,20/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
25/09/2020,39,20/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
26/09/2020,39,20/09/2020,9,September,30/08/2020,26/09/2020,2020,01/01/2020,31/12/2020
27/09/2020,40,27/09/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
28/09/2020,40,27/09/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
29/09/2020,40,27/09/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
30/09/2020,40,27/09/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
01/10/2020,40,27/09/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
21/09/2017,38,17/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
02/10/2020,40,27/09/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
03/10/2020,40,27/09/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
04/10/2020,41,04/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
05/10/2020,41,04/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
06/10/2020,41,04/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
07/10/2020,41,04/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
08/10/2020,41,04/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
09/10/2020,41,04/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
10/10/2020,41,04/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
11/10/2020,42,11/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
22/09/2017,38,17/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
12/10/2020,42,11/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
13/10/2020,42,11/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
14/10/2020,42,11/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
15/10/2020,42,11/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
16/10/2020,42,11/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
17/10/2020,42,11/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
18/10/2020,43,18/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
19/10/2020,43,18/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
20/10/2020,43,18/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
21/10/2020,43,18/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
23/09/2017,38,17/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
22/10/2020,43,18/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
23/10/2020,43,18/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
24/10/2020,43,18/10/2020,10,October,27/09/2020,24/10/2020,2020,01/01/2020,31/12/2020
25/10/2020,44,25/10/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
26/10/2020,44,25/10/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
27/10/2020,44,25/10/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
28/10/2020,44,25/10/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
29/10/2020,44,25/10/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
30/10/2020,44,25/10/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
31/10/2020,44,25/10/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
24/09/2017,39,24/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
01/11/2020,45,01/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
02/11/2020,45,01/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
03/11/2020,45,01/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
04/11/2020,45,01/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
05/11/2020,45,01/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
06/11/2020,45,01/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
07/11/2020,45,01/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
08/11/2020,46,08/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
09/11/2020,46,08/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
10/11/2020,46,08/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
25/09/2017,39,24/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
11/11/2020,46,08/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
12/11/2020,46,08/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
13/11/2020,46,08/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
14/11/2020,46,08/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
15/11/2020,47,15/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
16/11/2020,47,15/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
17/11/2020,47,15/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
18/11/2020,47,15/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
19/11/2020,47,15/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
20/11/2020,47,15/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
26/09/2017,39,24/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
21/11/2020,47,15/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
22/11/2020,48,22/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
23/11/2020,48,22/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
24/11/2020,48,22/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
25/11/2020,48,22/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
26/11/2020,48,22/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
27/11/2020,48,22/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
28/11/2020,48,22/11/2020,11,November,25/10/2020,28/11/2020,2020,01/01/2020,31/12/2020
29/11/2020,49,29/11/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
30/11/2020,49,29/11/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
27/01/2017,4,22/01/2017,1,January,01/01/2017,28/01/2017,2017,01/01/2017,31/12/2017
27/09/2017,39,24/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
01/12/2020,49,29/11/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
02/12/2020,49,29/11/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
03/12/2020,49,29/11/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
04/12/2020,49,29/11/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
05/12/2020,49,29/11/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
06/12/2020,50,06/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
07/12/2020,50,06/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
08/12/2020,50,06/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
09/12/2020,50,06/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
10/12/2020,50,06/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
28/09/2017,39,24/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
11/12/2020,50,06/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
12/12/2020,50,06/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
13/12/2020,51,13/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
14/12/2020,51,13/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
15/12/2020,51,13/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
16/12/2020,51,13/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
17/12/2020,51,13/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
18/12/2020,51,13/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
19/12/2020,51,13/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
20/12/2020,52,20/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
29/09/2017,39,24/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
21/12/2020,52,20/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
22/12/2020,52,20/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
23/12/2020,52,20/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
24/12/2020,52,20/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
25/12/2020,52,20/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
26/12/2020,52,20/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
27/12/2020,53,27/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
28/12/2020,53,27/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
29/12/2020,53,27/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
30/12/2020,53,27/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
30/09/2017,39,24/09/2017,9,September,03/09/2017,30/09/2017,2017,01/01/2017,31/12/2017
31/12/2020,53,27/12/2020,12,December,29/11/2020,31/12/2020,2020,01/01/2020,31/12/2020
01/10/2017,40,01/10/2017,10,October,01/10/2017,28/10/2017,2017,01/01/2017,31/12/2017
01/01/2021,1,01/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
02/01/2021,1,01/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
03/01/2021,2,03/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
04/01/2021,2,03/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
05/01/2021,2,03/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
06/01/2021,2,03/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
07/01/2021,2,03/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
08/01/2021,2,03/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
09/01/2021,2,03/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
10/01/2021,3,10/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
02/10/2017,40,01/10/2017,10,October,01/10/2017,28/10/2017,2017,01/01/2017,31/12/2017
11/01/2021,3,10/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
12/01/2021,3,10/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
13/01/2021,3,10/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
14/01/2021,3,10/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
15/01/2021,3,10/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
16/01/2021,3,10/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
17/01/2021,4,17/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
18/01/2021,4,17/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
19/01/2021,4,17/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
20/01/2021,4,17/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
03/10/2017,40,01/10/2017,10,October,01/10/2017,28/10/2017,2017,01/01/2017,31/12/2017
21/01/2021,4,17/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
22/01/2021,4,17/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
23/01/2021,4,17/01/2021,1,January,01/01/2021,23/01/2021,2021,01/01/2021,31/12/2021
24/01/2021,5,24/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
25/01/2021,5,24/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
26/01/2021,5,24/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
27/01/2021,5,24/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
28/01/2021,5,24/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
29/01/2021,5,24/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
30/01/2021,5,24/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
04/10/2017,40,01/10/2017,10,October,01/10/2017,28/10/2017,2017,01/01/2017,31/12/2017
31/01/2021,6,31/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
01/02/2021,6,31/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
02/02/2021,6,31/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
03/02/2021,6,31/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
04/02/2021,6,31/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
05/02/2021,6,31/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
06/02/2021,6,31/01/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
07/02/2021,7,07/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
08/02/2021,7,07/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
09/02/2021,7,07/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
05/10/2017,40,01/10/2017,10,October,01/10/2017,28/10/2017,2017,01/01/2017,31/12/2017
10/02/2021,7,07/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
11/02/2021,7,07/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
12/02/2021,7,07/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
13/02/2021,7,07/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
14/02/2021,8,14/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
15/02/2021,8,14/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
16/02/2021,8,14/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
17/02/2021,8,14/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
18/02/2021,8,14/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
19/02/2021,8,14/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
06/10/2017,40,01/10/2017,10,October,01/10/2017,28/10/2017,2017,01/01/2017,31/12/2017
20/02/2021,8,14/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
21/02/2021,9,21/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
22/02/2021,9,21/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
23/02/2021,9,21/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
24/02/2021,9,21/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
25/02/2021,9,21/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
26/02/2021,9,21/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
27/02/2021,9,21/02/2021,2,February,24/01/2021,23/02/2021,2021,01/01/2021,31/12/2021
28/02/2021,10,28/02/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
01/03/2021,10,28/02/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
28/01/2017,4,22/01/2017,1,January,01/01/2017,28/01/2017,2017,01/01/2017,31/12/2017
07/10/2017,40,01/10/2017,10,October,01/10/2017,28/10/2017,2017,01/01/2017,31/12/2017
02/03/2021,10,28/02/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
03/03/2021,10,28/02/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
04/03/2021,10,28/02/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
05/03/2021,10,28/02/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
06/03/2021,10,28/02/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
07/03/2021,11,07/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
08/03/2021,11,07/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
09/03/2021,11,07/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
10/03/2021,11,07/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
11/03/2021,11,07/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
08/10/2017,41,08/10/2017,10,October,01/10/2017,28/10/2017,2017,01/01/2017,31/12/2017
12/03/2021,11,07/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
13/03/2021,11,07/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
14/03/2021,12,14/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
15/03/2021,12,14/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
16/03/2021,12,14/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
17/03/2021,12,14/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
18/03/2021,12,14/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
19/03/2021,12,14/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
20/03/2021,12,14/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
21/03/2021,13,21/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
09/10/2017,41,08/10/2017,10,October,01/10/2017,28/10/2017,2017,01/01/2017,31/12/2017
22/03/2021,13,21/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
23/03/2021,13,21/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
24/03/2021,13,21/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
25/03/2021,13,21/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
26/03/2021,13,21/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
27/03/2021,13,21/03/2021,3,March,28/02/2021,27/03/2021,2021,01/01/2021,31/12/2021
28/03/2021,14,28/03/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
29/03/2021,14,28/03/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
30/03/2021,14,28/03/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
31/03/2021,14,28/03/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
10/10/2017,41,08/10/2017,10,October,01/10/2017,28/10/2017,2017,01/01/2017,31/12/2017
01/04/2021,14,28/03/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
02/04/2021,14,28/03/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
03/04/2021,14,28/03/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
04/04/2021,15,04/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
05/04/2021,15,04/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
06/04/2021,15,04/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
07/04/2021,15,04/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
08/04/2021,15,04/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
09/04/2021,15,04/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
10/04/2021,15,04/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
11/10/2017,41,08/10/2017,10,October,01/10/2017,28/10/2017,2017,01/01/2017,31/12/2017
11/04/2021,16,11/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
12/04/2021,16,11/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
13/04/2021,16,11/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
14/04/2021,16,11/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
15/04/2021,16,11/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
16/04/2021,16,11/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
17/04/2021,16,11/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
18/04/2021,17,18/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
19/04/2021,17,18/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
20/04/2021,17,18/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
12/10/2017,41,08/10/2017,10,October,01/10/2017,28/10/2017,2017,01/01/2017,31/12/2017
21/04/2021,17,18/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
22/04/2021,17,18/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
23/04/2021,17,18/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
24/04/2021,17,18/04/2021,4,April,28/03/2021,24/04/2021,2021,01/01/2021,31/12/2021
25/04/2021,18,25/04/2021,5,May,25/04/2021,29/05/2021,2021,01/01/2021,31/12/2021
