U_Date,U_FWeekNum,U_FWeek,U_Fperiod,U_FPname,U_FPStart,U_FPEnd,U_Fyear,U_FYStart,U_FYEnd
20/09/2014,38,14/09/2014,9,September,31/08/2014,27/09/2014,2014,01/01/2014,31/12/2014
21/09/2014,39,21/09/2014,9,September,31/08/2014,27/09/2014,2014,01/01/2014,31/12/2014
22/09/2014,39,21/09/2014,9,September,31/08/2014,27/09/2014,2014,01/01/2014,31/12/2014
23/09/2014,39,21/09/2014,9,September,31/08/2014,27/09/2014,2014,01/01/2014,31/12/2014
24/09/2014,39,21/09/2014,9,September,31/08/2014,27/09/2014,2014,01/01/2014,31/12/2014
25/09/2014,39,21/09/2014,9,September,31/08/2014,27/09/2014,2014,01/01/2014,31/12/2014
22/06/2017,25,18/06/2017,6,June,04/06/2017,01/07/2017,2017,01/01/2017,31/12/2017
26/09/2014,39,21/09/2014,9,September,31/08/2014,27/09/2014,2014,01/01/2014,31/12/2014
27/09/2014,39,21/09/2014,9,September,31/08/2014,27/09/2014,2014,01/01/2014,31/12/2014
28/09/2014,40,28/09/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
29/09/2014,40,28/09/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
30/09/2014,40,28/09/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
01/10/2014,40,28/09/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
02/10/2014,40,28/09/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
03/10/2014,40,28/09/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
04/10/2014,40,28/09/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
05/10/2014,41,05/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
23/06/2017,25,18/06/2017,6,June,04/06/2017,01/07/2017,2017,01/01/2017,31/12/2017
06/10/2014,41,05/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
07/10/2014,41,05/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
08/10/2014,41,05/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
09/10/2014,41,05/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
10/10/2014,41,05/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
11/10/2014,41,05/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
12/10/2014,42,12/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
13/10/2014,42,12/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
14/10/2014,42,12/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
15/10/2014,42,12/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
24/06/2017,25,18/06/2017,6,June,04/06/2017,01/07/2017,2017,01/01/2017,31/12/2017
16/10/2014,42,12/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
17/10/2014,42,12/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
18/10/2014,42,12/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
19/10/2014,43,19/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
20/10/2014,43,19/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
21/10/2014,43,19/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
22/10/2014,43,19/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
23/10/2014,43,19/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
24/10/2014,43,19/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
25/10/2014,43,19/10/2014,10,October,28/09/2014,25/10/2014,2014,01/01/2014,31/12/2014
25/06/2017,26,25/06/2017,6,June,04/06/2017,01/07/2017,2017,01/01/2017,31/12/2017
26/10/2014,44,26/10/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
27/10/2014,44,26/10/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
28/10/2014,44,26/10/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
29/10/2014,44,26/10/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
30/10/2014,44,26/10/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
31/10/2014,44,26/10/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
01/11/2014,44,26/10/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
02/11/2014,45,02/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
03/11/2014,45,02/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
04/11/2014,45,02/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
26/06/2017,26,25/06/2017,6,June,04/06/2017,01/07/2017,2017,01/01/2017,31/12/2017
05/11/2014,45,02/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
06/11/2014,45,02/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
07/11/2014,45,02/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
08/11/2014,45,02/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
09/11/2014,46,09/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
10/11/2014,46,09/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
11/11/2014,46,09/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
12/11/2014,46,09/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
13/11/2014,46,09/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
14/11/2014,46,09/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
27/06/2017,26,25/06/2017,6,June,04/06/2017,01/07/2017,2017,01/01/2017,31/12/2017
15/11/2014,46,09/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
16/11/2014,47,16/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
17/11/2014,47,16/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
18/11/2014,47,16/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
19/11/2014,47,16/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
20/11/2014,47,16/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
21/11/2014,47,16/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
22/11/2014,47,16/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
23/11/2014,48,23/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
24/11/2014,48,23/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
28/06/2017,26,25/06/2017,6,June,04/06/2017,01/07/2017,2017,01/01/2017,31/12/2017
25/11/2014,48,23/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
26/11/2014,48,23/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
27/11/2014,48,23/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
28/11/2014,48,23/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
29/11/2014,48,23/11/2014,11,November,26/10/2014,29/11/2014,2014,01/01/2014,31/12/2014
30/11/2014,49,30/11/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
01/12/2014,49,30/11/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
02/12/2014,49,30/11/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
03/12/2014,49,30/11/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
04/12/2014,49,30/11/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
18/01/2017,3,15/01/2017,1,January,01/01/2017,28/01/2017,2017,01/01/2017,31/12/2017
29/06/2017,26,25/06/2017,6,June,04/06/2017,01/07/2017,2017,01/01/2017,31/12/2017
05/12/2014,49,30/11/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
06/12/2014,49,30/11/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
07/12/2014,50,07/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
08/12/2014,50,07/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
09/12/2014,50,07/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
10/12/2014,50,07/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
11/12/2014,50,07/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
12/12/2014,50,07/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
13/12/2014,50,07/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
14/12/2014,51,14/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
30/06/2017,26,25/06/2017,6,June,04/06/2017,01/07/2017,2017,01/01/2017,31/12/2017
15/12/2014,51,14/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
16/12/2014,51,14/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
17/12/2014,51,14/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
18/12/2014,51,14/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
19/12/2014,51,14/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
20/12/2014,51,14/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
21/12/2014,52,21/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
22/12/2014,52,21/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
23/12/2014,52,21/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
24/12/2014,52,21/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
01/07/2017,26,25/06/2017,6,June,04/06/2017,01/07/2017,2017,01/01/2017,31/12/2017
25/12/2014,52,21/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
26/12/2014,52,21/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
27/12/2014,52,21/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
28/12/2014,53,28/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
29/12/2014,53,28/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
30/12/2014,53,28/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
31/12/2014,53,28/12/2014,12,December,30/11/2014,31/12/2014,2014,01/01/2014,31/12/2014
02/07/2017,27,02/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
03/07/2017,27,02/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
04/07/2017,27,02/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
05/07/2017,27,02/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
06/07/2017,27,02/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
07/07/2017,27,02/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
08/07/2017,27,02/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
19/01/2017,3,15/01/2017,1,January,01/01/2017,28/01/2017,2017,01/01/2017,31/12/2017
09/07/2017,28,09/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
10/07/2017,28,09/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
11/07/2017,28,09/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
12/07/2017,28,09/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
13/07/2017,28,09/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
14/07/2017,28,09/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
15/07/2017,28,09/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
16/07/2017,29,16/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
17/07/2017,29,16/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
18/07/2017,29,16/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
02/01/2017,1,01/01/2017,1,January,01/01/2017,28/01/2017,2017,01/01/2017,31/12/2017
20/01/2017,3,15/01/2017,1,January,01/01/2017,28/01/2017,2017,01/01/2017,31/12/2017
19/07/2017,29,16/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
01/01/2019,1,01/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
02/01/2019,1,01/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
03/01/2019,1,01/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
04/01/2019,1,01/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
05/01/2019,1,01/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
06/01/2019,2,06/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
07/01/2019,2,06/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
08/01/2019,2,06/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
09/01/2019,2,06/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
10/01/2019,2,06/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
20/07/2017,29,16/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
11/01/2019,2,06/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
12/01/2019,2,06/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
13/01/2019,3,13/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
14/01/2019,3,13/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
15/01/2019,3,13/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
16/01/2019,3,13/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
17/01/2019,3,13/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
18/01/2019,3,13/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
19/01/2019,3,13/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
20/01/2019,4,20/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
21/07/2017,29,16/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
21/01/2019,4,20/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
22/01/2019,4,20/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
23/01/2019,4,20/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
24/01/2019,4,20/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
25/01/2019,4,20/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
26/01/2019,4,20/01/2019,1,January,01/01/2019,26/01/2019,2019,01/01/2019,31/12/2019
27/01/2019,5,27/01/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
28/01/2019,5,27/01/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
29/01/2019,5,27/01/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
30/01/2019,5,27/01/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
22/07/2017,29,16/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
31/01/2019,5,27/01/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
01/02/2019,5,27/01/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
02/02/2019,5,27/01/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
03/02/2019,6,03/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
04/02/2019,6,03/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
05/02/2019,6,03/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
06/02/2019,6,03/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
07/02/2019,6,03/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
08/02/2019,6,03/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
09/02/2019,6,03/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
23/07/2017,30,23/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
10/02/2019,7,10/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
11/02/2019,7,10/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
12/02/2019,7,10/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
13/02/2019,7,10/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
14/02/2019,7,10/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
15/02/2019,7,10/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
16/02/2019,7,10/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
17/02/2019,8,17/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
18/02/2019,8,17/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
19/02/2019,8,17/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
24/07/2017,30,23/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
20/02/2019,8,17/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
21/02/2019,8,17/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
22/02/2019,8,17/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
23/02/2019,8,17/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
24/02/2019,9,24/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
25/02/2019,9,24/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
26/02/2019,9,24/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
27/02/2019,9,24/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
28/02/2019,9,24/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
01/03/2019,9,24/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
25/07/2017,30,23/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
02/03/2019,9,24/02/2019,2,February,27/01/2019,02/03/2019,2019,01/01/2019,31/12/2019
03/03/2019,10,03/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
04/03/2019,10,03/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
05/03/2019,10,03/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
06/03/2019,10,03/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
07/03/2019,10,03/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
08/03/2019,10,03/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
09/03/2019,10,03/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
10/03/2019,11,10/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
11/03/2019,11,10/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
26/07/2017,30,23/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
12/03/2019,11,10/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
13/03/2019,11,10/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
14/03/2019,11,10/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
15/03/2019,11,10/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
16/03/2019,11,10/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
17/03/2019,12,17/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
18/03/2019,12,17/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
19/03/2019,12,17/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
20/03/2019,12,17/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
21/03/2019,12,17/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
27/07/2017,30,23/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
22/03/2019,12,17/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
23/03/2019,12,17/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
24/03/2019,13,24/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
25/03/2019,13,24/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
26/03/2019,13,24/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
27/03/2019,13,24/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
28/03/2019,13,24/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
29/03/2019,13,24/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
30/03/2019,13,24/03/2019,3,March,03/03/2019,30/03/2019,2019,01/01/2019,31/12/2019
31/03/2019,14,31/03/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
28/07/2017,30,23/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
01/04/2019,14,31/03/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
02/04/2019,14,31/03/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
03/04/2019,14,31/03/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
04/04/2019,14,31/03/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
05/04/2019,14,31/03/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
06/04/2019,14,31/03/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
07/04/2019,15,07/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
08/04/2019,15,07/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
09/04/2019,15,07/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
10/04/2019,15,07/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
21/01/2017,3,15/01/2017,1,January,01/01/2017,28/01/2017,2017,01/01/2017,31/12/2017
29/07/2017,30,23/07/2017,7,July,02/07/2017,29/07/2017,2017,01/01/2017,31/12/2017
11/04/2019,15,07/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
12/04/2019,15,07/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
13/04/2019,15,07/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
14/04/2019,16,14/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
15/04/2019,16,14/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
16/04/2019,16,14/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
17/04/2019,16,14/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
18/04/2019,16,14/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
19/04/2019,16,14/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
20/04/2019,16,14/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
30/07/2017,31,30/07/2017,8,August,30/07/2017,02/09/2017,2017,01/01/2017,31/12/2017
21/04/2019,17,21/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
22/04/2019,17,21/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
23/04/2019,17,21/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
24/04/2019,17,21/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
25/04/2019,17,21/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
26/04/2019,17,21/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
27/04/2019,17,21/04/2019,4,April,31/03/2019,27/04/2019,2019,01/01/2019,31/12/2019
28/04/2019,18,28/04/2019,5,May,28/04/2019,01/06/2019,2019,01/01/2019,31/12/2019
29/04/2019,18,28/04/2019,5,May,28/04/2019,01/06/2019,2019,01/01/2019,31/12/2019
30/04/2019,18,28/04/2019,5,May,28/04/2019,01/06/2019,2019,01/01/2019,31/12/2019
31/07/2017,31,30/07/2017,8,August,30/07/2017,02/09/2017,2017,01/01/2017,31/12/2017
01/05/2019,18,28/04/2019,5,May,28/04/2019,01/06/2019,2019,01/01/2019,31/12/2019
02/05/2019,18,28/04/2019,5,May,28/04/2019,01/06/2019,2019,01/01/2019,31/12/2019
03/05/2019,18,28/04/2019,5,May,28/04/2019,01/06/2019,2019,01/01/2019,31/12/2019
04/05/2019,18,28/04/2019,5,May,28/04/2019,01/06/2019,2019,01/01/2019,31/12/2019
05/05/2019,19,05/05/2019,5,May,28/04/2019,01/06/2019,2019,01/01/2019,31/12/2019
